10	0.00639897616381379	loss	4.9041
20	0.01279795232762758	loss	2.3449
30	0.01919692849144137	loss	2.1306
40	0.02559590465525516	loss	1.8785
50	0.03199488081906895	loss	2.0939
60	0.03839385698288274	loss	1.9709
70	0.04479283314669653	loss	1.8883
80	0.05119180931051032	loss	1.9147
90	0.057590785474324106	loss	1.7931
100	0.0639897616381379	loss	1.9283
110	0.07038873780195169	loss	1.9017
120	0.07678771396576548	loss	1.8975
130	0.08318669012957927	loss	1.8228
140	0.08958566629339305	loss	1.8955
150	0.09598464245720685	loss	1.7691
160	0.10238361862102063	loss	2.0415
170	0.10878259478483443	loss	1.7378
180	0.11518157094864821	loss	1.7858
190	0.12158054711246201	loss	1.8121
200	0.1279795232762758	loss	1.7125
210	0.1343784994400896	loss	1.7571
220	0.14077747560390338	loss	1.6369
230	0.14717645176771715	loss	1.7962
240	0.15357542793153095	loss	1.8332
250	0.15997440409534475	loss	1.9263
260	0.16637338025915854	loss	1.7837
270	0.1727723564229723	loss	1.8105
280	0.1791713325867861	loss	1.7588
290	0.1855703087505999	loss	1.7245
300	0.1919692849144137	loss	1.7798
310	0.19836826107822747	loss	1.7091
320	0.20476723724204127	loss	1.8004
330	0.21116621340585506	loss	1.8217
340	0.21756518956966886	loss	1.7964
350	0.22396416573348266	loss	1.8357
360	0.23036314189729643	loss	1.7241
370	0.23676211806111022	loss	1.6857
380	0.24316109422492402	loss	1.8255
390	0.24956007038873781	loss	1.781
400	0.2559590465525516	loss	1.8598
410	0.2623580227163654	loss	1.7965
420	0.2687569988801792	loss	1.76
430	0.275155975043993	loss	1.7736
440	0.28155495120780677	loss	1.6707
450	0.28795392737162057	loss	1.7519
460	0.2943529035354343	loss	1.8061
470	0.3007518796992481	loss	1.6251
480	0.3071508558630619	loss	1.6658
490	0.3135498320268757	loss	1.6868
500	0.3199488081906895	loss	1.7058
510	0.3263477843545033	loss	1.7388
520	0.3327467605183171	loss	1.6762
530	0.3391457366821309	loss	1.7429
540	0.3455447128459446	loss	1.6971
550	0.3519436890097584	loss	1.7519
560	0.3583426651735722	loss	1.6192
570	0.364741641337386	loss	1.6507
580	0.3711406175011998	loss	1.7773
590	0.3775395936650136	loss	1.6054
600	0.3839385698288274	loss	1.7858
610	0.3903375459926412	loss	1.6185
620	0.39673652215645494	loss	1.7249
630	0.40313549832026874	loss	1.7129
640	0.40953447448408253	loss	1.6517
650	0.41593345064789633	loss	1.7305
660	0.4223324268117101	loss	1.6649
670	0.4287314029755239	loss	1.7734
680	0.4351303791393377	loss	1.6881
690	0.4415293553031515	loss	1.6556
700	0.4479283314669653	loss	1.5922
710	0.45432730763077905	loss	1.702
720	0.46072628379459285	loss	1.6634
730	0.46712525995840665	loss	1.6089
740	0.47352423612222044	loss	1.7508
750	0.47992321228603424	loss	1.6178
760	0.48632218844984804	loss	1.4871
770	0.49272116461366183	loss	1.5849
780	0.49912014077747563	loss	1.6219
790	0.5055191169412894	loss	1.6958
800	0.5119180931051032	loss	1.5054
810	0.518317069268917	loss	1.6109
820	0.5247160454327308	loss	1.6346
830	0.5311150215965446	loss	1.638
840	0.5375139977603584	loss	1.627
850	0.5439129739241721	loss	1.7111
860	0.550311950087986	loss	1.6841
870	0.5567109262517997	loss	1.632
880	0.5631099024156135	loss	1.5933
890	0.5695088785794273	loss	1.5849
900	0.5759078547432411	loss	1.7212
910	0.5823068309070548	loss	1.685
920	0.5887058070708686	loss	1.5543
930	0.5951047832346824	loss	1.6229
940	0.6015037593984962	loss	1.5208
950	0.60790273556231	loss	1.5778
960	0.6143017117261238	loss	1.5802
970	0.6207006878899376	loss	1.5696
980	0.6270996640537514	loss	1.6094
990	0.6334986402175652	loss	1.5913
1000	0.639897616381379	loss	1.557
1010	0.6462965925451928	loss	1.6676
1020	0.6526955687090066	loss	1.7447
1030	0.6590945448728204	loss	1.5684
1040	0.6654935210366342	loss	1.6302
1050	0.671892497200448	loss	1.5947
1060	0.6782914733642618	loss	1.5875
1070	0.6846904495280756	loss	1.5476
1080	0.6910894256918892	loss	1.6387
1090	0.697488401855703	loss	1.6143
1100	0.7038873780195168	loss	1.6462
1110	0.7102863541833306	loss	1.5926
1120	0.7166853303471444	loss	1.5974
1130	0.7230843065109582	loss	1.5536
1140	0.729483282674772	loss	1.5312
1150	0.7358822588385858	loss	1.5752
1160	0.7422812350023996	loss	1.6152
1170	0.7486802111662134	loss	1.5162
1180	0.7550791873300272	loss	1.597
1190	0.761478163493841	loss	1.5805
1200	0.7678771396576548	loss	1.6357
1210	0.7742761158214686	loss	1.5344
1220	0.7806750919852824	loss	1.6533
1230	0.7870740681490962	loss	1.6697
1240	0.7934730443129099	loss	1.623
1250	0.7998720204767237	loss	1.7296
1260	0.8062709966405375	loss	1.6367
1270	0.8126699728043513	loss	1.693
1280	0.8190689489681651	loss	1.5394
1290	0.8254679251319789	loss	1.6185
1300	0.8318669012957927	loss	1.5411
1310	0.8382658774596065	loss	1.653
1320	0.8446648536234203	loss	1.5317
1330	0.851063829787234	loss	1.7133
1340	0.8574628059510478	loss	1.6431
1350	0.8638617821148616	loss	1.6741
1360	0.8702607582786754	loss	1.5606
1370	0.8766597344424892	loss	1.627
1380	0.883058710606303	loss	1.5659
1390	0.8894576867701168	loss	1.5473
1400	0.8958566629339306	loss	1.6457
1410	0.9022556390977443	loss	1.6348
1420	0.9086546152615581	loss	1.5443
1430	0.9150535914253719	loss	1.6172
1440	0.9214525675891857	loss	1.6244
1450	0.9278515437529995	loss	1.615
1460	0.9342505199168133	loss	1.5648
1470	0.9406494960806271	loss	1.4431
1480	0.9470484722444409	loss	1.4984
1490	0.9534474484082547	loss	1.6031
1500	0.9598464245720685	loss	1.5292
1510	0.9662454007358823	loss	1.5812
1520	0.9726443768996961	loss	1.5876
1530	0.9790433530635099	loss	1.5461
1540	0.9854423292273237	loss	1.5702
1550	0.9918413053911375	loss	1.5415
1560	0.9982402815549513	loss	1.5583
